name,current_price,market_cap,market_cap_rank,total_volume,circulating_supply,total_supply,max_supply,ath,atl,last_updated
DuckChain Token,0.00341369,20144783,1182,6436340.0,5900000000.0,10000000000.0,10000000000.0,0.01119774,0.00268401,2025-02-15T10:21:35.996Z
Kin,7.5e-06,20126208,1183,300668.0,2679114981596.22,2679114981596.22,2935737053546.95,0.00122572,2.39e-06,2025-02-15T10:21:39.841Z
Cornucopias,0.01992108,20114677,1178,138052.0,1009967929.0,3840000000.0,3840000000.0,0.134868,0.01021501,2025-02-15T10:21:34.703Z
Samoyedcoin,0.00421673,20009101,1184,476982.0,4746713322.0,4746913623.21,4746913623.21,0.236987,0.00066955,2025-02-15T10:21:36.317Z
Botto,0.464109,19984076,1185,66478.0,43069833.1510375,97550892.0,100000000.0,3.91,0.02968992,2025-02-15T10:21:33.742Z
Chain-key Bitcoin,96922.0,19939290,1186,76154.0,205.33548438,205.33548438,21000000.0,111322.0,38270.0,2025-02-15T10:21:34.600Z
My Lovely Coin,0.423502,19917871,1188,100278.0,47050898.95665262,229999998.0,350000000.0,0.970035,0.073448,2025-02-15T10:21:41.992Z
Own The Doge,0.00147607,19915863,1187,188516.0,13500403653.306187,16969696969.0,16969696969.0,0.04176505,2e-07,2025-02-15T10:21:37.655Z
Streamr XDATA,0.02850249,19870562,1189,114.04,697152733.0536901,987154514.0,,0.454557,9.00372e-07,2025-02-15T10:21:36.841Z
STUFF.io,0.01041279,19868285,1190,26140.0,1908518395.372728,10000000000.0,10000000000.0,0.04635364,0.00757805,2025-02-15T10:21:46.729Z
Dream Machine Token,19.91,19793121,1191,170942.0,994045.0820871916,994045.0820871916,1000000.0,184.79,0.02494659,2025-02-15T10:21:35.908Z
COCA,0.17435,19786929,1192,659919.0,113500000.0,1000000000.0,1000000000.0,0.417635,0.136855,2025-02-15T10:21:37.902Z
MOOxMOO,0.149848,19763674,1193,65623.0,132000000.0,1000000000.0,,0.227858,0.143798,2025-02-15T10:21:41.425Z
GameFi.org,1.8,19701475,1194,38284.0,10945062.8598,14954970.0,14954970.0,352.17,2.4e-17,2025-02-15T10:21:37.280Z
Cloud,0.109341,19668597,1195,2601684.0,180000000.0,1000000000.0,1000000000.0,0.625172,0.103449,2025-02-15T10:21:35.080Z
Grok,0.00310456,19578321,1196,6404428.0,6320722345.792986,6596446345.792986,6900000000.0,0.02982108,0.00146062,2025-02-15T10:21:37.602Z
Firo,1.33,19475072,1197,1123831.0,14680581.24080509,14680581.24080509,21400000.0,139.77,0.279591,2025-02-15T10:21:40.554Z
Myro,0.01944989,19459844,1198,7141819.0,999981490.49,999981490.49,1000000000.0,0.442834,0.00199487,2025-02-15T10:21:41.844Z
EURA,1.043,19395175,1199,479283.0,18599096.27270095,18599096.27270095,,1.2,0.640182,2025-02-15T10:21:41.543Z
Alien Base,0.132218,19316102,1202,329921.0,146238303.3483674,367626094.8579579,510000000.0,0.572381,0.00108398,2025-02-15T10:21:41.551Z
Doge Killer,179.56,19280522,1200,478828.0,107526.34318670128,107553.0,107647.0,4528.43,150.68,2025-02-15T10:21:40.074Z
LooPIN Network,0.808387,19256506,1201,8331.37,23821532.076765656,29946132.64896942,73000000.0,3.72,0.60859,2025-02-15T10:21:43.955Z
Prosper [OLD],0.375583,19238585,1203,18780.73,51394815.0,100000000.0,100000000.0,9.61,0.131294,2025-02-15T10:21:33.975Z
Wing Finance,3.97,19233475,1204,1969300.0,4850423.949989271,7638124.869989271,10000000.0,249.54,2.07,2025-02-15T10:21:40.089Z
StrikeX,0.02286246,19228100,1205,9668.68,841263515.94595,886812043.0,1000000000.0,0.332212,2.651e-05,2025-02-15T10:21:37.003Z
Foxy,0.00480283,19209538,1206,3445579.0,4000000000.0,10000000000.0,10000000000.0,0.03032542,0.00380359,2025-02-15T10:21:37.334Z
LiquidLaunch,0.02869311,19201434,1207,1405144.0,669201009.33,968675609.33,1200000000.0,0.064858,0.01763139,2025-02-15T10:21:40.289Z
Moxie,0.00406208,19178055,1208,1123539.0,4722312849.64,9881261673.492132,10000000000.0,0.01944119,0.00064076,2025-02-15T10:21:42.088Z
ZUSD,1.036,19157492,1209,1.8,18503030.585369,18503030.585369,,5.02,0.493968,2025-02-15T10:21:40.771Z
Synternet,0.02321303,19150058,1210,3804560.0,824679300.0,1104165800.0,2500000000.0,1.049,0.02179761,2025-02-15T10:21:38.173Z
Paris Saint-Germain Fan Token,2.59,19138306,1211,41721899.0,7390101.0,19890000.0,,58.79,1.82,2025-02-15T10:21:46.070Z
Stride Staked DYDX,0.900421,19052792,1212,1329.05,21171074.00375654,21171074.00375654,,4.47,0.734639,2025-02-15T10:21:37.155Z
Counterparty,7.34,19035676,1213,3318.83,2592517.22988124,2649272.0,,91.13,0.134356,2025-02-15T02:14:56.914Z
FARM,15.8,18955622,1215,513340.0,1199704.86,1199704.86,1199704.86,81.98,10.3,2025-02-15T10:21:36.747Z
Gems VIP,0.03701367,18945743,1216,7778803.0,511565537.26817816,838793459.2524238,,0.320234,0.027646,2025-02-15T10:21:37.103Z
Tectum,2.62,18934214,1214,346534.0,7224089.89999919,10000000.0,10000000.0,45.03,2.55,2025-02-15T10:21:37.557Z
Savings crvUSD,1.037,18930674,1217,576008.0,18264911.73057778,18264911.73057778,,1.13,0.894139,2025-02-15T10:21:35.160Z
ZTX,0.00447482,18816399,1218,38449.0,4204949769.0,10000000000.0,10000000000.0,0.03870653,0.00429548,2025-02-15T10:21:40.794Z
Bacon Protocol,0.01885425,18757185,1219,494352.0,1000000000.0,1000000000.0,1000000000.0,0.04629163,0.015616,2025-02-15T10:21:42.322Z
Clore.ai,0.03826984,18717712,1220,2139622.0,489098228.6722584,492591708.6722584,1300000000.0,0.44171,0.00593882,2025-02-15T10:21:34.145Z
Odos,0.01165094,18644226,1221,1940386.0,1600000001.378885,10000000000.0,10000000000.0,0.04904018,0.01019954,2025-02-15T10:21:42.212Z
BFG Token,0.02075176,18641621,1222,31371.0,899087391.9122125,3319131856.1106987,5000000000.0,0.0378077,0.01019117,2025-02-15T10:21:42.550Z
Stratos,0.277486,18534373,1224,327695.0,66248720.0,100000000.0,100000000.0,5.18,0.15498,2025-02-15T10:21:36.973Z
ParallelAI,0.185234,18527802,1223,1078595.0,100000000.0,100000000.0,100000000.0,1.19,0.079364,2025-02-15T10:21:46.004Z
Shiba Inu Treat,0.00881093,18527627,1225,5887150.0,2101626009.4061873,10000000000.0,10000000000.0,0.01951083,0.0046619,2025-02-15T10:21:35.856Z
Hoppy,4.387e-05,18459175,1227,6448070.0,420690000000.0,420690000000.0,420690000000.0,0.00033686,7.14745e-07,2025-02-15T10:21:42.719Z
Hathor,0.04008361,18457467,1228,494862.0,460709825.27,869464480.0,,2.45,0.02815999,2025-02-15T10:21:37.686Z
Central African Republic Meme,0.01842261,18417751,1226,15625860.0,999978504.968812,999978504.968812,1000000000.0,0.775747,0.01613782,2025-02-15T10:21:33.968Z
Bluzelle,0.04014276,18394547,1229,1524433.0,459584398.729144,500000000.0,,0.783089,0.00654948,2025-02-15T10:21:46.355Z
Robinhood,0.00041189,18357091,1230,11706786.0,44547443711.09786,44547443711.09786,45000000000.0,0.00127068,0.00035481,2025-02-15T10:21:36.286Z
ZynCoin,0.02022423,18300032,1231,334644.0,903820451.875591,903820451.875591,1000000000.0,0.173802,0.01244683,2025-02-15T10:21:40.908Z
NUMBER,0.01829992,18299891,1232,196665.0,1000000000.0,1000000000.0,1000000000.0,0.059955,0.01409892,2025-02-15T10:21:42.376Z
Orby Network USC Stablecoin,0.996239,18287480,1233,173747.0,18358281.65643831,18358281.65643831,,1.24,0.802523,2025-02-15T10:21:42.978Z
Nexera,0.02126796,18281604,1234,79044.0,859635442.0,2000000000.0,2000000000.0,0.286244,0.01804079,2025-02-15T10:21:41.421Z
DexNet,0.04562644,18249118,1235,126656.0,400081911.9096198,3000000000.0,3000000000.0,0.081607,0.03248275,2025-02-15T10:21:37.992Z
Indigo Protocol,1.11,18210239,1238,3488.34,16345947.0,35000000.0,35000000.0,4.5,0.370591,2025-02-15T10:21:38.331Z
Santos FC Fan Token,2.7,18209683,1239,33245619.0,6746061.291549001,30000000.0,,22.34,1.3,2025-02-15T10:21:35.417Z
Sceptre Staked FLR,0.02799765,18201195,1236,281561.0,650238076.45,650238076.45,,0.04445059,0.0131328,2025-02-15T10:21:36.300Z
PIVX,0.201141,18199907,1237,1933017.0,90454563.82097252,90454563.82097252,,13.56,0.00052324,2025-02-15T10:21:33.847Z
MakerDAO Optimism Bridged DAI (Optimism),0.999063,18141040,1240,590497.0,18165473.1188051,18165473.1188051,,1.05,0.955882,2025-02-15T10:21:40.753Z
Jackal Protocol,0.154416,18071050,1241,55984.0,117086145.152724,159143159.679138,400000000.0,1.087,0.02226129,2025-02-15T10:21:38.623Z
UniLend Finance,0.180073,18009763,1242,6915983.0,100000000.0,100000000.0,100000000.0,4.47,0.071023,2025-02-15T10:21:38.200Z
TROY,0.00179744,17961398,1243,32142001.0,10000000000.0,10000000000.0,10000000000.0,0.03652384,0.00111602,2025-02-15T10:21:38.224Z
crow with knife,2.3345e-08,17861873,1244,256734.0,768859567116609.9,768859567116609.9,777777777777777.0,1.48774e-07,3.697e-09,2025-02-15T10:21:34.838Z
OG Fan Token,4.33,17813592,1245,36404592.0,4129019.0,5000000.0,,23.25,1.18,2025-02-15T10:21:42.408Z
Rupiah Token,6.103e-05,17760766,1247,4618.72,291132793120.0,291132793120.0,,0.00026862,6.7512e-08,2025-02-15T10:21:35.322Z
DOGEai,0.02360764,17738447,1248,5289419.0,750524805.076795,999997905.076795,1000000000.0,0.119063,0.00926077,2025-02-15T10:21:35.541Z
Liquid Mercury,0.00849906,17723568,1249,37.42,2085479272.6775687,6000000000.0,6000000000.0,1.001,0.00249267,2025-02-15T10:21:40.328Z
The Arena,0.01040122,17672414,1246,251266.0,1699472191.0980146,10000000000.0,10000000000.0,0.01981811,0.00358028,2025-02-15T10:21:38.419Z
Swarm,0.279385,17656862,1250,259731.0,63149437.83655022,63149437.83655022,,21.11,0.211002,2025-02-15T10:21:37.182Z
DOGEai,0.02349035,17626810,1253,5295936.0,750524805.076795,999997905.076795,1000000000.0,0.119063,0.00926077,2025-02-15T10:31:33.745Z
Nuvola Digital,1.05,17624893,1252,33206.0,16784463.06127499,21000000.0,21000000.0,1.93,0.137608,2025-02-15T10:31:37.207Z
Cream,7.6,17620252,1251,4931953.0,2318435.708862487,2924546.335481161,9000000.0,374.1,6.17,2025-02-15T10:31:34.346Z
Aki Network,0.0104276,17593826,1254,32756.0,1686624980.885363,2000000000.0,2000000000.0,0.065411,0.00236656,2025-02-15T10:31:38.161Z
Tenset,0.104932,17551296,1255,1321364.0,167306761.1,167306771.1,167306771.1,6.48,0.092581,2025-02-15T10:31:32.555Z
Alchemist AI,0.02063059,17534462,1256,11015659.0,850000000.0,999990972.013453,1000000000.0,0.235752,0.02039802,2025-02-15T10:31:38.217Z
Velas,0.00652262,17495035,1259,275617.0,2684726441.233538,2684726448.690538,,0.568966,0.0040618,2025-02-15T10:31:33.708Z
SafeMoon,4.687e-05,17492073,1260,162616.0,373397114965.59894,373397114965.59894,1000000000000.0,0.00338272,1.436e-05,2025-02-15T10:31:38.874Z
Sigma,0.01943755,17490361,1257,2107773.0,899830308.509874,899830308.509874,900000000.0,0.172153,0.00383501,2025-02-15T10:31:39.471Z
Book of Ethereum,0.174586,17458453,1261,490502.0,100000000.0,100000000.0,100000000.0,0.784594,0.00692796,2025-02-15T10:31:39.904Z
Bridged USDC (Base),1.001,17396751,1262,13321685.0,17393390.212704,17393390.212704,,1.64,0.00084344,2025-02-15T10:31:32.192Z
Helium IOT,0.00056201,17378499,1263,28616.0,30922776365.0629,200000000000.0,,0.00381263,0.00021525,2025-02-15T10:31:35.417Z
MEOW,0.01152614,17341479,1264,4987.19,1503775485.2425766,10101010101.0,10101010101.0,1.19,0.00711729,2025-02-15T10:31:34.817Z
BankrCoin,0.00017332,17324508,1265,807477.0,99999999999.99998,99999999999.99998,100000000000.0,0.00032812,7.81e-06,2025-02-15T10:31:39.229Z
Spectra,0.051668,17304167,1258,133291.0,334972613.679369,528848514.8432964,876751272.0,0.236486,0.04985611,2025-02-15T10:31:39.863Z
Aleph.im,0.092572,17254043,1266,252981.0,186431941.41027194,500000000.0,500000000.0,0.875793,0.00623944,2025-02-15T10:31:38.173Z
BILLION•DOLLAR•CAT (Bitcoin),0.0172122,17210519,1268,86966.0,1000000000.0,1000000000.0,1000000000.0,0.153886,0.00115407,2025-02-15T10:31:39.514Z
Polytrade,0.41495,17206246,1267,254890.0,41307188.0,100000000.0,,3.03,0.051084,2025-02-15T10:31:37.966Z
Joe Coin,0.01719003,17182583,1269,2424762.0,1000000000.0,1000000000.0,1000000000.0,0.074505,0.00067332,2025-02-15T10:31:35.751Z
Based Fartcoin,0.00017156,17153084,1270,505299.0,99999999999.99998,99999999999.99998,100000000000.0,0.00088388,9.728e-05,2025-02-15T10:31:39.071Z
OPEN Ticketing Ecosystem,0.00074784,17140902,1271,59123.0,22926928000.0,22926928000.0,22926928000.0,0.00552837,0.00051221,2025-02-15T10:31:38.825Z
Foom,9.7657e-08,17082561,1272,44198.0,175000000000000.0,175000000000000.0,175000000000000.0,1.60703e-07,1.4545e-08,2025-02-15T10:31:34.741Z
BXN,0.00242082,17073324,1273,1156972.0,7054639232.049413,49999999999.0,49999999999.0,0.01626166,0.00189887,2025-02-15T10:31:32.022Z
REVOX,0.01895023,17044030,1276,12234538.0,900000000.0,3000000000.0,3000000000.0,0.053587,0.01494581,2025-02-15T10:31:38.562Z
Caviar,0.136904,17034689,1274,5481.66,124428792.7413659,124428792.7413659,,0.869709,0.01539558,2025-02-15T10:31:40.231Z
MNEE USD Stablecoin,0.998234,16934827,1275,80661.0,16964939.28329999,16964939.28329999,16964939.28329999,1.045,0.584655,2025-02-15T10:31:36.791Z
Volt Inu,2.72113e-07,16910669,1277,537150.0,62263131613878.4,69000000000000.0,69000000000000.0,3.43e-06,2.10427e-07,2025-02-15T10:31:34.284Z
HUMAN Protocol,0.02248347,16908866,1278,18507.93,757866509.09279,1000000000.0,1000000000.0,1.37,0.0102516,2025-02-15T10:31:35.503Z
sUSD,0.986077,16839344,1279,153569.0,17085326.12750151,17085326.12750151,17081717.12750151,2.45,0.429697,2025-02-15T10:31:37.218Z
Henlo,9.4988e-08,16806204,1280,311313.0,177002479687361.78,199431829225476.0,210690000000000.0,4.60304e-07,4.5919e-08,2025-02-15T10:31:35.611Z
Iron Fish,0.287553,16745031,1281,82904.0,58302464.0,60840116.0,,17.0,0.247874,2025-02-15T10:31:35.657Z
Cakepie,4.26,16738474,1282,1398364.0,3934607.4942301745,10000000.0,10000000.0,108.33,3.43,2025-02-15T10:31:40.231Z
Acolyt,0.01680494,16730707,1283,369096.0,995767739.1443,995767739.1443,,0.068293,0.00565551,2025-02-15T10:31:38.050Z
DeFi Pulse Index,103.99,16713348,1284,37670.0,160499.1479730199,160499.1479730199,,656.49,51.93,2025-02-15T10:31:33.263Z
Bedrock BTC,91673.0,16700581,1285,98.01,182.20961781,182.20961781,,98562.0,86713.0,2025-02-02T20:32:05.594Z
Aura Finance,0.336495,16699125,1286,32781.0,49648036.61486026,78322520.64657946,100000000.0,4.05,0.254529,2025-02-15T10:31:39.016Z
Quiztok,0.00154383,16697924,1287,225958.0,10814410410.7,12000000000.0,12000000000.0,0.18656,0.00081581,2025-02-15T10:31:38.362Z
Dragonchain,0.04531657,16694144,1288,19745.51,368540930.8875081,433494437.0,,5.46,0.00515106,2025-02-15T10:31:33.888Z
Coinmetro,0.055148,16664770,1289,9916.83,302267836.2815,322981850.7551141,,0.923577,0.01235123,2025-02-15T10:31:32.525Z
Brickken,0.232412,16591428,1291,686734.0,71413193.84298503,143000000.0,143000000.0,1.39,0.069916,2025-02-15T10:31:40.058Z
mfercoin,0.01661943,16586140,1290,4925485.0,999998066.04,999998066.04,1000000000.0,0.263597,0.00789423,2025-02-15T10:31:36.745Z
PAID,0.03478947,16556244,1292,10497.21,475986781.85,589686914.6,589686914.6,6.04,0.01123876,2025-02-15T10:31:38.400Z
MemeFi,0.00165679,16555788,1293,11479837.0,10000000000.0,10000000000.0,10000000000.0,0.01376413,0.00106778,2025-02-15T10:31:36.680Z
Guild of Guardians,0.02344179,16546089,1294,743197.0,703467337.299,1000000000.0,1000000000.0,2.78,0.01826733,2025-02-15T10:31:35.650Z
FPI Bank,0.02548616,16528869,1295,791220.0,635261109.9913849,964999999.0,1000000000.0,0.093765,0.0064972,2025-02-15T10:31:34.644Z
AirSwap,0.079736,16521282,1296,4484182.0,207288848.3278,500000000.0,500000000.0,1.85,0.00718622,2025-02-15T10:31:38.318Z
Cronos zkEVM CRO,0.09342,16511309,1297,328.77,176743306.3016292,176743306.3016292,,0.229521,0.070627,2025-02-15T10:31:33.051Z
GOLDAO,0.02350619,16461728,1298,41767.0,700321286.5807716,995662286.5717715,1000000000.0,0.087434,0.0224921,2025-02-15T10:31:35.269Z
Propchain,0.640481,16454910,1299,2248495.0,25711745.39776115,63763336.999999404,100000000.0,5.38,0.603599,2025-02-15T10:31:38.033Z
$HYPERSKIDS,0.01645977,16452550,1300,1132589.0,999987461.856241,999987461.856241,999987622.0,0.02094686,0.00312307,2025-02-15T10:31:35.788Z
mETH Protocol,0.01713029,16447117,1301,774312.0,960000000.0,5000000000.0,5000000000.0,0.04531365,0.01390693,2025-02-15T10:31:37.100Z
Matr1x,0.125808,16420523,1302,14684471.0,130520000.0,800000000.0,800000000.0,0.474276,0.10442,2025-02-15T10:31:36.919Z
MANEKI,0.00184906,16357492,1303,8547660.0,8858743390.73177,8888887546.82,8888887546.82,0.02759909,0.00162928,2025-02-15T10:31:36.504Z
FLEX Coin,0.165519,16334640,1304,5.99,98664938.6988896,98735764.894,98735764.894,12.32,0.00047299,2025-02-15T10:31:34.786Z
GoGoPool ggAVAX,28.85,16272052,1305,418136.0,564254.1039213717,563192.0469353773,,67.01,18.58,2025-02-15T10:31:35.286Z
TOPIA,0.01170081,16261087,1307,67523.0,1390483127.7537313,5000000000.0,,0.121452,0.00967174,2025-02-15T10:31:35.702Z
Foxsy AI,0.03897834,16260313,1306,1406230.0,417240451.7190282,1973824697.0,,0.122755,0.03804222,2025-02-15T10:31:34.970Z
KRYLL,0.424167,16245329,1308,177810.0,38311368.60137463,49417348.0,49417348.0,4.75,0.00474521,2025-02-15T10:31:35.988Z
SpaceChain (ERC-20),0.03994968,16240809,1309,23313.0,406294238.5051539,603383223.85755,,0.128725,0.00016444,2025-02-15T10:31:39.542Z
Aarma,2.85,16232003,1310,2.85,5689409.669619998,21150000.0,21150000.0,3.2,0.998038,2025-02-12T23:04:10.247Z
PlayDapp,0.02655294,16197956,1311,5868649.0,609946845.0,700000000.0,700000000.0,3.74,0.02067887,2025-02-15T10:31:38.359Z
League of Kingdoms,0.140469,16128026,1312,6675104.0,114916312.146545,221069974.2374545,,5.37,0.100109,2025-02-15T10:31:36.171Z
Fantom Bomb,0.0327508,16104264,1313,25766.0,493687228.867975,493687228.867975,1000000000.0,0.067627,0.00025701,2025-02-15T10:31:34.648Z
KWEEN,0.01610365,16101846,1322,922716.0,1000000000.0,1000000000.0,1000000000.0,0.064647,0.00502984,2025-02-15T10:31:36.535Z
PLAY,0.01768412,16085608,1314,87055.0,910000000.0531,1000000000.0,1000000000.0,0.194422,0.01125402,2025-02-15T10:31:37.807Z
Super Champs,0.01815542,16070154,1316,230326.0,885400000.0,1000000000.0,1000000000.0,0.112798,0.0134963,2025-02-15T10:31:32.303Z
Pirate Nation Token,0.074059,16061125,1315,859847.0,216474213.5500001,999090682.5500001,1000000000.0,0.475661,0.065007,2025-02-15T10:31:38.077Z
Frankencoin,1.11,16042400,1317,159355.0,14474739.88847813,14474739.88847813,,1.27,0.981646,2025-02-15T10:31:34.868Z
MixMarvel,0.00174241,16017548,1318,1826968.0,9200000000.0,10000000000.0,10000000000.0,0.146095,0.00083474,2025-02-15T10:31:36.826Z
Equilibria Finance ePENDLE,1.95,15977780,1319,2299.89,8179959.297997799,8179959.297997799,,2.48,0.473555,2025-02-15T10:31:34.238Z
Diamond Launch,0.165919,15955010,1321,78088.0,96203056.0,1000000000.0,1000000000.0,3.17,0.071652,2025-02-15T10:31:33.624Z
Andy BSC,1.59518e-07,15953902,1320,3246185.0,100000000000000.0,100000000000000.0,100000000000000.0,9.1526e-07,5.8482e-08,2025-02-15T10:31:38.634Z
FC Barcelona Fan Token,1.71,15915598,1323,15548609.0,9325686.0,39960000.0,,72.55,1.28,2025-02-15T10:31:34.967Z
Fidu,0.344863,15901060,1324,5003.27,46128670.75064392,46128670.75064392,,1.83,0.232294,2025-02-15T10:31:34.549Z
MusmeCoin,0.00636242,15899248,1325,104248.0,2500007402.4253626,5000000000.0,5000000000.0,0.01488668,0.00492981,2025-02-15T10:31:37.151Z
Stronghold Staked SOL,210.0,15886975,1326,83312.0,75653.263063728,75653.263063728,,311.43,116.71,2025-02-15T10:31:40.215Z
PeiPei,3.7419e-08,15739078,1328,2447685.0,420689742060771.56,420689742060771.56,420690000000000.0,3.92696e-07,2.6378e-08,2025-02-15T10:31:37.803Z
Kekius Maximus,0.01573531,15729393,1327,8095660.0,1000000000.0,1000000000.0,1000000000.0,0.401117,0.00069233,2025-02-15T10:31:36.047Z
Cere Network,0.00235814,15665151,1329,416102.0,6637897251.424108,10000000000.0,,0.47126,0.00170133,2025-02-15T10:31:32.343Z
Flockerz,0.00130537,15654217,1330,82404.0,12000000000.0,12000000000.0,12000000000.0,0.00192402,0.00065977,2025-02-15T10:31:34.632Z
VIDT DAO,0.01854473,15624861,1331,4376296.0,842320913.0,1000000000.0,1000000000.0,0.072876,0.01385654,2025-02-15T10:31:35.070Z
dForce USD,0.993771,15615301,1332,63610.0,15717842.24859918,134571773.1095259,,2.71,0.331253,2025-02-15T10:31:33.206Z
Tensorplex Staked TAO,436.59,15606309,1333,14567.82,35743.332813181,35743.332813181,,822.97,192.07,2025-02-15T10:31:32.420Z
zKML,0.161786,15597107,1334,26455.0,96432484.678,100000000.0,100000000.0,0.825871,0.04100974,2025-02-15T10:31:35.086Z
Juventus Fan Token,1.81,15574856,1335,195492676.0,8604260.0,19956000.0,19956000.0,37.83,0.604811,2025-02-15T10:31:36.102Z
Pumpkin,0.01648583,15573388,1336,8566881.0,939940969.468692,999940969.468692,1000000000.0,0.03355328,0.01197747,2025-02-15T10:31:38.321Z
Silo Finance,0.04341892,15561601,1337,38996.0,358785994.7662489,1000000000.0,1000000000.0,0.908248,0.00078076,2025-02-15T10:31:39.928Z
KIKICat,0.01555345,15549684,1338,1764979.0,999986192.853776,999986192.853776,1000000000.0,0.102855,0.00209152,2025-02-15T10:31:36.338Z
Gud Tech,0.01871788,15532950,1339,389220.0,830000000.0,1000000000.0,1000000000.0,0.02296943,0.00886959,2025-02-15T10:31:35.416Z
Nacho the Kat,5.405e-05,15473815,1340,375920.0,287000000000.0,287000000000.0,287000000000.0,0.0007509,3.883e-05,2025-02-15T10:31:36.828Z
AEROBUD,0.01539086,15387993,1341,120992.0,1000000000.0,1000000000.0,1000000000.0,0.072921,0.00018696,2025-02-15T10:31:38.090Z
sETH2,2682.72,15358767,1342,10.81,5731.849756830138,5731.849756830138,,4821.87,887.7,2025-02-15T10:31:39.157Z
Alchemix USD,0.988202,15337061,1343,73907.0,15520977.11580722,15520977.11580722,,2.13,0.060239,2025-02-15T10:31:38.278Z
Now Coin,0.03516883,15301060,1344,134312.0,435000000.0,9999999999.0,9999999999.0,0.04900563,0.02887418,2025-02-15T10:31:37.126Z
